2.972588103324746989e+00 1.178194579743066228e+01 7.193985778631119266e-02
8.839293601215755913e+00 4.237220360940678610e-02 1.171435186405610729e+01
1.171008520569083089e+01 2.872602605047299917e+00 5.906081519029922511e+00
1.208308311460927487e-01 8.922538609025464140e+00 5.860575431425400161e+00
5.905516364782865679e+00 5.814060556150470127e+00 2.857826063012617990e+00
5.888681382383027518e+00 5.981317373505381951e+00 8.938078362037837010e+00
3.932747914307498961e-03 5.893346855568506015e+00 1.179467031314950631e+01
5.892613857685710776e+00 3.547432832393515329e-03 5.901161330098289248e+00
1.476728810332474850e+01 1.178194579743066228e+01 7.193985778631119266e-02
2.063399360121575654e+01 4.237220360940678610e-02 1.171435186405610729e+01
2.350478520569082974e+01 2.872602605047299917e+00 5.906081519029922511e+00
1.191553083114609279e+01 8.922538609025464140e+00 5.860575431425400161e+00
1.770021636478286808e+01 5.814060556150470127e+00 2.857826063012617990e+00
1.768338138238302903e+01 5.981317373505381951e+00 8.938078362037837010e+00
1.179863274791430783e+01 5.893346855568506015e+00 1.179467031314950631e+01
1.768731385768571229e+01 3.547432832393515329e-03 5.901161330098289248e+00
2.656198810332474736e+01 1.178194579743066228e+01 7.193985778631119266e-02
3.242869360121575539e+01 4.237220360940678610e-02 1.171435186405610729e+01
3.529948520569082859e+01 2.872602605047299917e+00 5.906081519029922511e+00
2.371023083114609520e+01 8.922538609025464140e+00 5.860575431425400161e+00
2.949491636478286694e+01 5.814060556150470127e+00 2.857826063012617990e+00
2.947808138238302789e+01 5.981317373505381951e+00 8.938078362037837010e+00
2.359333274791431023e+01 5.893346855568506015e+00 1.179467031314950631e+01
2.948201385768571114e+01 3.547432832393515329e-03 5.901161330098289248e+00
3.835668810332474976e+01 1.178194579743066228e+01 7.193985778631119266e-02
4.422339360121576135e+01 4.237220360940678610e-02 1.171435186405610729e+01
4.709418520569083455e+01 2.872602605047299917e+00 5.906081519029922511e+00
3.550493083114609760e+01 8.922538609025464140e+00 5.860575431425400161e+00
4.128961636478287289e+01 5.814060556150470127e+00 2.857826063012617990e+00
4.127278138238303029e+01 5.981317373505381951e+00 8.938078362037837010e+00
3.538803274791430908e+01 5.893346855568506015e+00 1.179467031314950631e+01
4.127671385768571355e+01 3.547432832393515329e-03 5.901161330098289248e+00
5.015138810332474861e+01 1.178194579743066228e+01 7.193985778631119266e-02
5.601809360121576020e+01 4.237220360940678610e-02 1.171435186405610729e+01
5.888888520569083340e+01 2.872602605047299917e+00 5.906081519029922511e+00
4.729963083114609645e+01 8.922538609025464140e+00 5.860575431425400161e+00
5.308431636478286464e+01 5.814060556150470127e+00 2.857826063012617990e+00
5.306748138238302914e+01 5.981317373505381951e+00 8.938078362037837010e+00
4.718273274791430794e+01 5.893346855568506015e+00 1.179467031314950631e+01
5.307141385768571240e+01 3.547432832393515329e-03 5.901161330098289248e+00
6.194608810332474746e+01 1.178194579743066228e+01 7.193985778631119266e-02
6.781279360121575905e+01 4.237220360940678610e-02 1.171435186405610729e+01
7.068358520569083225e+01 2.872602605047299917e+00 5.906081519029922511e+00
5.909433083114609531e+01 8.922538609025464140e+00 5.860575431425400161e+00
6.487901636478287060e+01 5.814060556150470127e+00 2.857826063012617990e+00
6.486218138238302799e+01 5.981317373505381951e+00 8.938078362037837010e+00
5.897743274791430679e+01 5.893346855568506015e+00 1.179467031314950631e+01
6.486611385768571836e+01 3.547432832393515329e-03 5.901161330098289248e+00
7.374078810332476053e+01 1.178194579743066228e+01 7.193985778631119266e-02
7.960749360121576501e+01 4.237220360940678610e-02 1.171435186405610729e+01
8.247828520569083821e+01 2.872602605047299917e+00 5.906081519029922511e+00
7.088903083114610126e+01 8.922538609025464140e+00 5.860575431425400161e+00
7.667371636478287655e+01 5.814060556150470127e+00 2.857826063012617990e+00
7.665688138238303395e+01 5.981317373505381951e+00 8.938078362037837010e+00
7.077213274791431274e+01 5.893346855568506015e+00 1.179467031314950631e+01
7.666081385768572432e+01 3.547432832393515329e-03 5.901161330098289248e+00
8.553548810332475227e+01 1.178194579743066228e+01 7.193985778631119266e-02
9.140219360121575676e+01 4.237220360940678610e-02 1.171435186405610729e+01
9.427298520569082996e+01 2.872602605047299917e+00 5.906081519029922511e+00
8.268373083114609301e+01 8.922538609025464140e+00 5.860575431425400161e+00
8.846841636478286830e+01 5.814060556150470127e+00 2.857826063012617990e+00
8.845158138238302570e+01 5.981317373505381951e+00 8.938078362037837010e+00
8.256683274791430449e+01 5.893346855568506015e+00 1.179467031314950631e+01
8.845551385768571606e+01 3.547432832393515329e-03 5.901161330098289248e+00
2.972588103324746989e+00 2.357664579743066469e+01 7.193985778631119266e-02
8.839293601215755913e+00 1.183707220360940759e+01 1.171435186405610729e+01
1.171008520569083089e+01 1.466730260504730055e+01 5.906081519029922511e+00
1.208308311460927487e-01 2.071723860902546477e+01 5.860575431425400161e+00
5.905516364782865679e+00 1.760876055615047164e+01 2.857826063012617990e+00
5.888681382383027518e+00 1.777601737350538258e+01 8.938078362037837010e+00
3.932747914307498961e-03 1.768804685556850842e+01 1.179467031314950631e+01
5.892613857685710776e+00 1.179824743283239386e+01 5.901161330098289248e+00
1.476728810332474850e+01 2.357664579743066469e+01 7.193985778631119266e-02
2.063399360121575654e+01 1.183707220360940759e+01 1.171435186405610729e+01
2.350478520569082974e+01 1.466730260504730055e+01 5.906081519029922511e+00
1.191553083114609279e+01 2.071723860902546477e+01 5.860575431425400161e+00
1.770021636478286808e+01 1.760876055615047164e+01 2.857826063012617990e+00
1.768338138238302903e+01 1.777601737350538258e+01 8.938078362037837010e+00
1.179863274791430783e+01 1.768804685556850842e+01 1.179467031314950631e+01
1.768731385768571229e+01 1.179824743283239386e+01 5.901161330098289248e+00
2.656198810332474736e+01 2.357664579743066469e+01 7.193985778631119266e-02
3.242869360121575539e+01 1.183707220360940759e+01 1.171435186405610729e+01
3.529948520569082859e+01 1.466730260504730055e+01 5.906081519029922511e+00
2.371023083114609520e+01 2.071723860902546477e+01 5.860575431425400161e+00
2.949491636478286694e+01 1.760876055615047164e+01 2.857826063012617990e+00
2.947808138238302789e+01 1.777601737350538258e+01 8.938078362037837010e+00
2.359333274791431023e+01 1.768804685556850842e+01 1.179467031314950631e+01
2.948201385768571114e+01 1.179824743283239386e+01 5.901161330098289248e+00
3.835668810332474976e+01 2.357664579743066469e+01 7.193985778631119266e-02
4.422339360121576135e+01 1.183707220360940759e+01 1.171435186405610729e+01
4.709418520569083455e+01 1.466730260504730055e+01 5.906081519029922511e+00
3.550493083114609760e+01 2.071723860902546477e+01 5.860575431425400161e+00
4.128961636478287289e+01 1.760876055615047164e+01 2.857826063012617990e+00
4.127278138238303029e+01 1.777601737350538258e+01 8.938078362037837010e+00
3.538803274791430908e+01 1.768804685556850842e+01 1.179467031314950631e+01
4.127671385768571355e+01 1.179824743283239386e+01 5.901161330098289248e+00
5.015138810332474861e+01 2.357664579743066469e+01 7.193985778631119266e-02
5.601809360121576020e+01 1.183707220360940759e+01 1.171435186405610729e+01
5.888888520569083340e+01 1.466730260504730055e+01 5.906081519029922511e+00
4.729963083114609645e+01 2.071723860902546477e+01 5.860575431425400161e+00
5.308431636478286464e+01 1.760876055615047164e+01 2.857826063012617990e+00
5.306748138238302914e+01 1.777601737350538258e+01 8.938078362037837010e+00
4.718273274791430794e+01 1.768804685556850842e+01 1.179467031314950631e+01
5.307141385768571240e+01 1.179824743283239386e+01 5.901161330098289248e+00
6.194608810332474746e+01 2.357664579743066469e+01 7.193985778631119266e-02
6.781279360121575905e+01 1.183707220360940759e+01 1.171435186405610729e+01
7.068358520569083225e+01 1.466730260504730055e+01 5.906081519029922511e+00
5.909433083114609531e+01 2.071723860902546477e+01 5.860575431425400161e+00
6.487901636478287060e+01 1.760876055615047164e+01 2.857826063012617990e+00
6.486218138238302799e+01 1.777601737350538258e+01 8.938078362037837010e+00
5.897743274791430679e+01 1.768804685556850842e+01 1.179467031314950631e+01
6.486611385768571836e+01 1.179824743283239386e+01 5.901161330098289248e+00
7.374078810332476053e+01 2.357664579743066469e+01 7.193985778631119266e-02
7.960749360121576501e+01 1.183707220360940759e+01 1.171435186405610729e+01
8.247828520569083821e+01 1.466730260504730055e+01 5.906081519029922511e+00
7.088903083114610126e+01 2.071723860902546477e+01 5.860575431425400161e+00
7.667371636478287655e+01 1.760876055615047164e+01 2.857826063012617990e+00
7.665688138238303395e+01 1.777601737350538258e+01 8.938078362037837010e+00
7.077213274791431274e+01 1.768804685556850842e+01 1.179467031314950631e+01
7.666081385768572432e+01 1.179824743283239386e+01 5.901161330098289248e+00
8.553548810332475227e+01 2.357664579743066469e+01 7.193985778631119266e-02
9.140219360121575676e+01 1.183707220360940759e+01 1.171435186405610729e+01
9.427298520569082996e+01 1.466730260504730055e+01 5.906081519029922511e+00
8.268373083114609301e+01 2.071723860902546477e+01 5.860575431425400161e+00
8.846841636478286830e+01 1.760876055615047164e+01 2.857826063012617990e+00
8.845158138238302570e+01 1.777601737350538258e+01 8.938078362037837010e+00
8.256683274791430449e+01 1.768804685556850842e+01 1.179467031314950631e+01
8.845551385768571606e+01 1.179824743283239386e+01 5.901161330098289248e+00
2.972588103324746989e+00 3.537134579743066354e+01 7.193985778631119266e-02
